member_id,Meetup_1,Meetup_2,Meetup_3,Intro,Photo,Location_munich,last_visited_within_2wb_m2,last_visited_within_1wb_m2,last_visited_within_2wb_m3,last_visited_within_1wb_m3
477,-,-,-,0,1,1,0,0,0,0
478,-,-,-,0,1,1,0,0,1,1
479,x,RN,-,0,1,1,1,0,1,1
480,-,-,-,0,1,1,0,0,0,0
481,x,-,-,0,1,0,0,0,0,0
482,x,-,-,0,0,1,1,1,1,1
483,-,-,-,0,1,1,0,0,0,0
484,-,-,-,0,0,1,0,0,0,0
485,x,RYN,-,0,1,1,0,0,0,0
486,RN,-,-,0,1,1,0,0,1,1
487,-,-,-,0,0,1,0,0,0,0
488,RYS,RYN,-,0,1,1,1,1,0,0
489,-,-,-,0,1,1,0,0,0,0
490,-,-,-,0,0,1,0,0,0,0
491,x,-,-,0,1,1,0,0,0,0
492,-,-,-,0,1,1,0,0,0,0
493,x,-,-,0,1,1,1,1,0,0
494,x,-,-,0,1,0,0,0,0,0
495,x,-,-,0,1,1,0,0,0,0
496,x,RYS,RYS,0,0,1,1,1,1,1
497,RN,RYS,-,0,1,1,1,1,0,0
498,x,x,RYS,1,0,1,0,0,1,1
499,RYS,RYS,-,1,1,1,1,1,0,0
500,x,x,-,0,1,1,0,0,0,0
501,x,x,-,0,1,1,0,0,0,0
502,x,x,-,0,1,1,0,0,0,0
503,-,-,-,0,1,0,0,0,0,0
504,x,x,-,0,1,1,0,0,0,0
505,x,x,-,0,1,1,0,0,0,0
506,x,x,-,0,1,1,0,0,0,0
507,x,-,-,0,1,1,0,0,0,0
508,x,-,-,0,1,1,0,0,0,0
509,-,-,-,0,1,1,1,0,0,0
510,RYS,-,-,0,1,1,1,0,0,0
511,x,RYN,RYN,0,1,1,0,0,1,1
512,x,-,-,0,1,1,1,1,0,0
513,x,-,-,0,1,0,0,0,0,0
514,RYS,RYN,-,0,1,1,0,0,0,0
515,x,x,RYS,0,1,0,0,0,1,1
516,x,x,-,0,1,1,1,1,0,0
517,x,x,RN,0,1,1,0,0,1,1
518,RYN,-,RN,0,1,1,0,0,1,1
519,x,x,RYS,0,1,1,0,0,1,1
520,x,x,-,0,1,1,0,0,0,0
521,-,-,-,0,1,0,0,0,0,0
522,x,RYN,RYN,0,1,1,0,0,1,1
523,-,-,-,0,1,1,0,0,0,0
524,RYS,-,-,0,1,1,0,0,0,0
525,RYS,RYS,RN,0,1,1,1,1,1,1
526,RYS,RYS,RYN,1,1,1,1,1,0,0
527,x,-,-,0,1,1,0,0,1,1
528,-,-,-,0,1,1,0,0,0,0
529,x,-,-,0,1,1,1,1,0,0
530,x,x,RYS,0,1,1,0,0,1,1
531,x,x,-,0,1,1,0,0,0,0
532,x,x,-,0,0,0,0,0,0,0
533,RN,RN,-,1,1,1,1,1,0,0
534,x,x,RYS,0,1,1,0,0,1,1
535,RYS,RYS,RYS,0,0,1,1,1,1,1
536,x,x,-,0,0,1,0,0,0,0
537,x,x,-,0,1,1,0,0,0,0
538,x,RYN,-,0,1,1,1,1,0,0
539,x,x,-,0,1,1,1,1,0,0
540,x,-,-,0,0,1,0,0,0,0
541,-,-,-,0,1,0,0,0,0,0
542,x,x,-,0,1,1,0,0,0,0
543,x,-,RN,0,1,1,1,1,1,1
544,-,-,-,0,1,1,0,0,0,0
545,x,x,-,0,0,1,0,0,1,1
546,-,-,-,0,1,1,0,0,0,0
547,x,RYN,-,0,1,1,1,0,0,0
548,x,x,RN,0,1,1,0,0,1,1
549,-,-,-,0,1,1,0,0,0,0
550,RN,-,-,0,1,1,0,0,0,0
551,-,-,-,0,1,1,0,0,0,0
552,RYN,-,-,0,1,1,0,0,0,0
553,-,-,RYN,0,1,1,0,0,1,1
554,-,-,-,0,1,1,1,1,0,0
555,x,x,-,0,1,1,0,0,0,0
556,-,-,-,0,0,1,0,0,0,0
557,x,x,-,0,1,1,0,0,0,0
558,-,-,-,0,1,0,0,0,0,0
559,-,-,-,0,1,1,0,0,1,1
560,RYN,-,-,0,1,1,0,0,0,0
561,x,RYS,-,0,0,1,1,1,0,0
562,x,-,-,0,1,1,0,0,0,0
563,x,x,-,0,0,1,0,0,0,0
564,-,-,-,0,1,1,0,0,0,0
565,RYS,RN,-,0,1,1,1,1,0,0
566,x,-,-,0,1,1,0,0,0,0
567,x,x,-,0,1,1,0,0,0,0
568,x,RYS,-,0,1,1,1,1,0,0
569,x,-,-,0,0,1,1,1,0,0
570,-,-,-,0,1,1,1,0,0,0
571,RYN,RN,-,0,1,1,1,1,1,1
572,-,-,-,0,1,1,0,0,0,0
573,-,-,-,0,1,1,0,0,0,0
574,x,x,-,0,1,1,0,0,0,0
575,RYS,-,RYS,1,1,1,1,1,0,0
576,x,-,-,0,1,1,0,0,0,0
577,-,-,-,0,1,1,0,0,1,1
578,-,-,-,0,1,0,0,0,0,0
579,RYS,RN,-,0,0,1,0,0,0,0
580,x,x,RYS,0,1,1,0,0,1,1
581,x,-,-,0,0,1,1,1,1,1
582,-,-,-,0,1,1,0,0,0,0
583,x,-,-,0,1,0,1,0,0,0
584,-,RN,RN,0,1,1,1,0,1,1
585,x,-,-,0,0,1,1,0,0,0
586,RYN,RYS,RN,0,1,1,1,1,1,1
587,RYN,-,-,0,0,0,0,0,0,0
588,x,x,-,0,1,1,0,0,0,0
589,-,-,-,0,1,0,0,0,0,0
590,x,x,RYN,0,1,1,0,0,1,1
591,-,RYN,-,0,1,1,1,0,0,0
592,RN,-,-,0,0,1,0,0,0,0
593,x,x,-,0,0,1,0,0,1,1
594,x,x,-,0,1,1,0,0,0,0
595,x,-,-,0,1,0,0,0,0,0
596,x,x,-,0,0,1,0,0,0,0
597,RN,-,-,0,1,1,0,0,0,0
598,-,-,-,0,1,1,0,0,0,0
599,x,-,-,0,1,1,0,0,0,0
600,x,-,RN,0,1,1,1,1,1,0
601,RN,RYN,-,0,1,1,1,1,0,0
602,-,-,-,0,1,1,0,0,0,0
603,x,x,-,0,1,1,0,0,1,0
604,x,RN,-,0,1,1,1,1,0,0
605,RYN,RYS,-,0,1,1,1,1,0,0
606,x,RYS,-,0,1,1,1,1,0,0
607,-,-,-,1,1,1,0,0,0,0
608,-,-,-,0,1,0,0,0,0,0
609,x,x,-,0,1,1,0,0,0,0
610,x,x,-,0,1,1,0,0,0,0
611,x,RYN,RYN,0,1,1,1,1,1,1
612,RYS,RYS,RYS,1,1,1,1,1,1,1
613,x,-,RYN,0,1,1,1,1,1,1
614,-,-,-,0,1,1,0,0,0,0
615,x,RYN,-,0,1,0,1,1,0,0
616,x,-,-,0,1,1,0,0,0,0
617,x,x,-,0,1,1,0,0,0,0
618,-,-,-,0,0,1,1,1,1,1
619,RYN,-,-,0,1,1,0,0,0,0
620,RN,-,-,0,1,0,1,1,0,0
621,-,-,-,0,0,1,0,0,0,0
622,-,-,-,0,1,0,0,0,0,0
623,RN,-,RYS,0,1,1,0,0,1,1
624,-,-,-,0,1,1,0,0,0,0
625,x,x,-,0,1,1,0,0,1,0
626,x,RN,-,0,1,1,1,1,1,0
627,x,-,-,0,1,1,0,0,0,0
628,x,-,RYS,0,0,1,1,1,1,1
629,x,x,-,0,1,1,0,0,0,0
630,-,-,-,0,1,1,1,0,0,0
631,-,RYS,-,0,1,0,1,1,1,1
632,x,x,-,0,0,1,0,0,0,0
633,-,-,-,0,1,1,0,0,0,0
634,x,-,-,0,0,1,0,0,1,1
635,-,-,-,0,1,1,0,0,0,0
636,x,-,-,0,1,1,0,0,0,0
637,x,x,RYS,0,1,1,0,0,1,1
638,x,-,-,0,1,1,0,0,0,0
639,-,-,-,0,1,1,0,0,0,0
640,x,x,-,0,0,1,0,0,1,1
641,RYS,RYS,RN,0,1,1,1,1,1,0
642,x,x,-,0,1,1,0,0,0,0
643,RYS,-,-,0,1,1,0,0,0,0
644,x,-,-,0,0,1,0,0,0,0
645,-,-,-,0,0,1,0,0,0,0
646,x,x,-,0,1,0,0,0,0,0
647,x,-,-,0,1,1,0,0,0,0
648,x,RYS,-,0,1,1,1,1,0,0
649,x,x,-,0,0,1,0,0,0,0
650,x,-,-,0,1,1,0,0,0,0
651,RN,-,-,0,1,1,0,0,1,1
652,RYN,-,-,0,1,1,0,0,0,0
653,x,x,x,0,1,1,0,0,1,1
654,x,-,-,0,1,1,0,0,0,0
655,-,-,-,0,1,1,0,0,0,0
656,x,x,-,0,1,1,0,0,0,0
657,RYN,-,-,0,1,1,0,0,0,0
658,RYN,-,-,0,0,1,0,0,1,0
659,x,-,-,0,1,1,0,0,0,0
660,x,-,-,0,0,1,0,0,0,0
661,-,RYN,-,0,1,1,0,0,0,0
662,x,x,x,0,1,1,0,0,1,1
663,x,x,-,0,1,1,1,1,0,0
664,x,x,RYS,0,1,1,0,0,1,1
665,-,-,-,0,1,1,0,0,0,0
666,x,x,-,0,1,1,0,0,1,0
667,-,-,-,0,0,1,0,0,0,0
668,-,-,-,0,0,1,0,0,0,0
669,RYN,RYS,RN,1,1,1,1,1,1,1
670,-,-,-,0,1,1,1,1,0,0
671,x,x,-,0,1,1,0,0,0,0
672,x,-,-,0,0,1,1,1,0,0
673,x,x,-,0,0,0,0,0,0,0
674,RYS,RYN,RYS,0,1,1,1,1,1,1
675,x,-,RN,0,0,1,0,0,1,1
676,x,x,-,0,1,1,0,0,1,1
677,x,x,RYS,0,1,1,0,0,1,1
678,x,x,-,0,1,1,0,0,0,0
679,x,RYN,-,0,1,1,1,1,0,0
680,x,-,-,0,1,1,0,0,0,0
681,-,-,-,0,1,1,0,0,0,0
682,x,x,-,0,1,1,1,1,0,0
683,x,-,-,0,1,1,0,0,0,0
684,-,-,-,0,1,1,0,0,0,0
685,x,x,RYN,0,0,0,0,0,1,1
686,RN,-,-,0,1,0,0,0,0,0
687,RYN,RYN,RYN,0,1,1,1,1,1,1
688,x,x,RYN,0,1,0,0,0,1,0
689,RYN,-,-,0,1,1,0,0,0,0
690,RN,RN,RYS,0,1,1,1,1,1,1
691,x,-,-,0,1,0,0,0,0,0
692,x,x,RYS,0,1,1,0,0,1,1
693,RN,RN,RN,0,1,1,1,0,1,1
694,-,-,-,0,1,1,0,0,0,0
695,x,-,-,0,1,0,0,0,0,0
696,RYN,RYN,RN,0,1,1,1,1,1,1
697,x,-,-,0,1,1,1,0,0,0
698,x,x,RYN,0,0,1,0,0,1,1
699,x,RYN,-,0,1,1,0,0,0,0
700,x,-,-,0,1,1,1,1,0,0
701,x,x,RYN,0,1,1,0,0,1,1
702,x,-,-,0,0,1,0,0,0,0
703,RYS,RYS,RYS,0,1,1,1,1,1,1
704,RYN,RYS,RYN,0,1,1,1,1,1,1
705,x,x,-,0,0,1,0,0,0,0
706,-,-,-,0,1,1,0,0,0,0
707,x,x,RYS,0,1,0,0,0,1,1
708,x,x,-,0,1,1,0,0,0,0
709,x,x,-,0,0,1,0,0,1,1
710,-,-,-,0,0,1,0,0,0,0
711,x,-,-,0,1,1,0,0,0,0
712,x,x,RYS,0,1,1,0,0,1,1
713,x,x,-,0,1,1,0,0,1,1
714,x,x,-,0,1,1,0,0,1,1
715,x,x,-,0,1,1,0,0,0,0
716,-,-,-,0,0,1,0,0,0,0
717,x,x,-,0,1,1,0,0,0,0
718,x,RYN,-,0,1,1,1,0,0,0
719,x,x,-,0,1,1,0,0,1,1
720,RYN,-,-,0,1,1,0,0,0,0
721,x,x,-,0,0,0,0,0,0,0
722,RYN,-,-,0,1,1,0,0,0,0
723,RYS,RYS,-,0,1,0,1,1,0,0
724,x,x,-,0,1,1,0,0,0,0
725,x,-,-,0,0,1,1,1,0,0
726,x,-,-,0,1,1,1,1,0,0
727,x,-,-,0,0,1,0,0,0,0
728,RYN,RYS,RN,0,1,1,1,1,1,1
729,x,-,-,0,1,1,0,0,0,0
730,-,-,RYN,0,1,1,0,0,0,0
731,x,RYS,-,0,1,1,1,1,0,0
732,x,x,RYS,0,1,1,0,0,1,0
733,-,-,-,0,1,1,0,0,0,0
734,x,RYN,-,0,0,1,0,0,0,0
735,x,x,RN,0,1,1,0,0,1,1
736,RYN,-,-,0,1,1,0,0,0,0
737,RN,-,-,0,0,1,0,0,0,0
738,RYN,-,-,0,1,1,0,0,0,0
739,-,-,-,0,1,1,0,0,0,0
740,x,x,RN,0,1,1,0,0,1,1
741,x,-,-,0,1,1,0,0,0,0
742,x,x,-,0,1,0,0,0,0,0
743,x,x,-,0,1,1,0,0,0,0
744,x,x,-,0,0,1,0,0,0,0
745,x,RYN,-,0,1,0,1,1,0,0
746,RYS,RYS,RYS,0,1,1,1,1,1,1
747,x,x,-,0,1,1,0,0,0,0
748,-,RN,-,0,1,1,1,1,0,0
749,x,x,RYS,0,1,1,0,0,1,1
750,-,-,-,0,0,1,0,0,0,0
751,-,-,-,0,1,1,0,0,0,0
752,-,RYN,-,0,1,1,1,1,0,0
753,x,x,RYS,0,1,1,0,0,1,1
754,x,x,RYN,0,1,1,0,0,1,0
755,x,x,RYN,0,1,1,0,0,1,1
756,-,-,-,1,0,1,0,0,0,0
757,-,-,-,0,1,0,0,0,0,0
758,x,-,-,0,1,1,1,1,0,0
759,x,-,RN,0,1,1,0,0,1,1
760,x,x,x,0,1,1,0,0,1,1
761,-,-,-,0,1,1,0,0,0,0
762,-,-,-,0,1,1,0,0,0,0
763,x,x,-,0,1,1,0,0,0,0
764,-,-,-,0,1,1,0,0,0,0
765,x,-,-,0,0,1,0,0,0,0
766,x,x,RYS,0,0,1,0,0,1,1
767,x,-,-,0,1,1,0,0,0,0
768,x,x,-,0,1,0,0,0,1,1
769,x,RN,RN,0,0,1,1,1,1,1
770,x,-,-,0,1,1,0,0,0,0
771,x,RYS,RYN,0,1,1,1,1,1,1
772,x,x,RN,0,1,1,0,0,1,1
773,x,-,-,0,1,0,0,0,0,0
774,x,RYS,-,0,1,1,1,1,0,0
775,x,x,-,0,1,1,0,0,0,0
776,-,-,-,0,1,1,0,0,0,0
777,-,-,-,0,1,1,1,0,0,0
778,x,x,-,0,1,0,1,1,0,0
779,RN,RYN,-,0,1,1,1,1,0,0
780,RN,-,RN,0,1,1,0,0,1,1
781,x,RYS,RYS,0,0,1,0,0,1,1
782,x,-,-,0,0,1,1,1,0,0
783,x,x,RYS,0,0,1,0,0,1,1
784,x,x,RN,0,1,1,0,0,1,0
785,x,x,-,0,1,1,0,0,1,1
786,x,RYS,-,0,0,1,1,1,0,0
787,x,x,x,0,1,1,0,0,1,1
788,x,-,-,0,1,1,0,0,0,0
789,x,x,-,0,1,1,0,0,0,0
790,x,-,-,0,1,1,0,0,0,0
791,RYS,RN,RYS,0,1,1,1,1,1,1
792,RYN,-,-,0,1,1,0,0,0,0
793,RYS,RN,-,0,1,1,1,1,0,0
794,x,x,-,0,1,1,0,0,0,0
795,x,-,-,0,1,1,1,0,0,0
796,x,-,-,0,1,1,0,0,0,0
797,x,-,-,0,1,1,1,0,0,0
798,x,x,-,0,1,0,0,0,0,0
799,x,x,-,0,1,1,0,0,0,0
800,RYN,-,-,0,1,1,0,0,0,0
801,RYN,-,RN,0,1,1,1,1,1,1
802,RYS,-,-,0,1,1,0,0,0,0
803,x,x,RN,0,1,1,0,0,1,1
804,RYN,-,-,0,1,1,0,0,0,0
805,x,-,-,0,1,1,0,0,0,0
806,x,x,-,0,1,1,0,0,0,0
807,-,-,-,0,1,1,0,0,0,0
808,x,x,RYS,0,1,1,0,0,1,1
809,-,-,-,0,1,1,0,0,0,0
810,x,x,-,0,1,1,1,1,0,0
811,x,x,-,0,1,1,0,0,0,0
812,RYS,-,-,0,1,1,1,1,0,0
813,-,-,-,0,0,1,0,0,0,0
814,x,-,-,0,0,1,0,0,0,0
815,x,x,-,0,1,0,1,1,0,0
816,x,-,-,0,1,1,0,0,1,1
817,x,x,-,0,1,1,0,0,0,0
818,-,-,-,0,0,1,1,1,0,0
819,x,x,-,0,1,1,0,0,0,0
820,x,-,-,0,1,1,0,0,0,0
821,x,x,-,0,1,1,0,0,0,0
822,-,-,-,0,0,1,1,1,0,0
823,x,-,-,0,1,1,0,0,0,0
824,x,RN,RYS,1,1,1,1,0,1,1
825,RYN,-,-,0,1,1,0,0,0,0
826,RYN,RN,-,0,1,1,1,1,0,0
827,RYN,RN,RYN,0,1,1,1,1,1,1
828,RYS,RN,RYS,0,1,0,1,0,1,1
829,x,-,-,0,0,1,1,0,1,1
830,x,-,-,0,1,1,0,0,0,0
831,x,-,-,0,1,1,0,0,0,0
832,-,RYN,-,0,1,1,1,1,1,0
833,RYN,-,-,0,1,1,0,0,0,0
834,RN,-,-,0,1,1,0,0,0,0
835,x,x,x,0,1,1,0,0,1,1
836,-,-,-,0,1,1,0,0,0,0
837,x,RYN,RYS,0,1,1,1,1,1,1
838,RYS,RYS,RN,0,1,1,1,1,1,1
839,-,-,-,0,1,1,0,0,0,0
840,x,-,-,0,0,1,0,0,0,0
841,x,-,-,0,0,1,0,0,0,0
842,-,-,-,0,1,1,0,0,0,0
843,-,-,-,0,0,0,0,0,0,0
844,x,x,-,0,1,1,0,0,1,1
845,x,-,-,0,0,1,0,0,0,0
846,-,-,-,0,0,0,0,0,0,0
847,x,-,RYN,0,1,1,1,1,1,1
848,x,-,RYN,0,1,1,1,0,1,1
849,x,RYN,-,0,0,1,0,0,0,0
850,x,-,-,0,1,1,0,0,0,0
851,x,x,-,0,1,1,0,0,0,0
852,RYN,-,-,0,1,1,0,0,0,0
853,x,x,-,0,1,1,0,0,0,0
854,RN,RYS,RYS,0,1,1,1,1,1,1
855,x,x,-,0,1,1,0,0,1,1
856,-,-,-,0,1,1,0,0,0,0
857,x,-,-,0,1,1,0,0,0,0
858,x,x,-,0,1,0,0,0,1,1
859,RYN,-,-,0,0,1,0,0,0,0
860,-,-,-,0,1,1,0,0,0,0
861,-,RYN,-,0,1,0,0,0,0,0
862,x,x,RYS,0,0,0,0,0,1,1
863,-,RYS,-,0,0,1,1,1,0,0
864,RYS,RYS,RYS,1,1,1,1,1,1,1
865,RYS,RYN,-,0,0,1,1,1,0,0
866,-,RYS,-,0,1,1,0,0,1,1
867,-,-,-,0,1,1,0,0,1,1
868,x,x,-,0,1,1,1,1,0,0
869,-,-,-,0,1,1,0,0,0,0
870,-,-,-,0,1,1,0,0,0,0
871,x,x,-,0,1,1,0,0,0,0
872,RYN,-,-,0,0,1,0,0,0,0
873,x,x,-,0,1,1,1,1,0,0
874,x,-,-,0,1,1,0,0,0,0
875,x,x,RN,0,0,0,0,0,1,1
876,-,-,-,0,1,1,0,0,0,0
877,-,-,-,0,1,1,0,0,0,0
878,x,x,RN,0,1,1,0,0,1,0
879,x,x,-,0,1,1,0,0,0,0
880,x,RYS,-,0,1,1,1,1,0,0
881,x,-,-,0,0,1,0,0,0,0
882,RYN,-,-,0,1,1,0,0,0,0
883,x,x,-,0,1,1,0,0,0,0
884,x,-,-,0,0,1,0,0,0,0
885,-,-,-,0,1,1,0,0,0,0
886,-,-,-,0,1,1,0,0,0,0
887,x,x,RYN,0,0,1,0,0,1,0
888,-,RYN,-,0,1,1,1,1,0,0
889,x,x,-,0,1,0,0,0,1,1
890,x,x,RYS,0,0,1,0,0,1,1
891,RN,-,-,0,1,1,1,0,0,0
892,RN,RN,-,0,1,1,1,1,1,1
893,x,x,-,0,1,1,0,0,0,0
894,-,-,-,0,0,1,0,0,0,0
895,RYN,-,-,0,1,1,0,0,0,0
896,-,-,-,0,1,0,0,0,0,0
897,RYS,RYN,-,0,1,1,1,1,0,0
898,RYS,RYS,RYN,0,1,1,1,1,1,1
899,x,x,-,0,0,1,0,0,1,1
900,RYN,-,-,0,1,1,0,0,0,0
901,x,-,-,0,1,1,0,0,0,0
902,RYS,-,-,0,0,1,0,0,0,0
903,x,x,-,0,1,1,0,0,0,0
904,-,-,-,0,1,1,0,0,0,0
905,x,-,-,0,1,1,1,1,0,0
906,x,x,RYN,0,1,1,0,0,1,1
907,x,x,RYS,0,1,1,0,0,1,1
908,-,-,-,0,0,1,0,0,0,0
909,x,-,-,0,0,1,0,0,0,0
910,-,-,-,0,1,1,0,0,0,0
911,x,RYS,RN,0,0,1,1,1,1,1
912,RYS,RYS,RYS,0,1,1,1,1,1,1
913,x,-,-,0,1,1,1,0,0,0
914,x,RYN,RYN,1,1,0,1,0,1,1
915,x,x,-,0,1,1,0,0,1,0
916,x,RYN,RYS,0,1,1,1,1,1,1
917,RYS,-,-,0,0,1,0,0,0,0
918,-,-,-,0,1,1,0,0,1,1
919,-,RYN,-,0,1,0,1,1,0,0
920,x,RN,RYS,0,1,1,1,1,1,1
921,x,x,-,0,1,0,0,0,0,0
922,-,-,-,0,0,1,0,0,0,0
923,x,x,-,0,1,0,1,1,0,0
924,-,RN,-,0,1,1,1,1,1,1
925,-,-,-,0,1,1,0,0,0,0
926,-,RN,-,0,1,1,1,1,0,0
927,x,-,-,0,0,1,0,0,0,0
928,-,-,-,0,1,1,0,0,0,0
929,x,RYS,RN,0,1,1,1,1,1,1
930,-,-,-,0,1,1,0,0,0,0
931,-,-,-,0,1,1,0,0,0,0
932,x,x,RYN,0,1,1,0,0,1,0
933,-,-,-,0,1,1,0,0,0,0
934,x,RYS,RYS,0,1,1,1,1,1,1
935,x,RYN,-,0,1,1,0,0,0,0
936,x,-,-,0,1,0,0,0,0,0
937,RYS,-,-,1,1,1,0,0,0,0
938,x,x,RYS,1,1,1,0,0,1,1
939,-,RYS,RN,0,1,1,1,1,0,0
940,x,x,-,0,1,0,0,0,0,0
941,x,-,RYN,0,1,1,1,0,1,1
942,-,-,-,0,0,1,0,0,0,0
943,x,-,-,0,0,1,0,0,0,0
944,x,x,RYS,0,1,1,0,0,1,1
945,x,x,RYS,0,1,1,0,0,1,1
946,x,x,-,0,1,1,0,0,0,0
947,x,x,RYS,0,1,1,0,0,0,0
948,-,-,-,0,1,1,0,0,0,0
949,x,x,-,0,1,1,0,0,0,0
950,-,-,-,0,0,1,0,0,0,0
951,x,x,-,0,1,0,0,0,0,0
952,x,x,-,0,1,1,0,0,1,0
953,x,x,-,0,1,1,0,0,0,0
954,-,-,-,0,1,1,0,0,0,0
955,x,x,-,0,1,1,0,0,1,0
